pattern_file,status,generated_file
S_132.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_132.json
S_133.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_133.json
S_135.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_135.json
S_134.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_134.json
S_131.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_131.json
S_137.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_137.json
S_136.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_136.json
S_139.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_139.json
S_138.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_138.json
S_140.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_140.json
S_141.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_141.json
S_142.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_142.json
S_144.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_144.json
S_146.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_146.json
S_145.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_145.json
S_143.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_143.json
S_147.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_147.json
S_148.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_148.json
S_149.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_149.json
S_150.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_150.json
S_151.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_151.json
S_152.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_152.json
S_153.json,OK,/home/cohent59/Tal/PROJECT_RUN_PATTERN/pattern_finder/patterns_score_minus120_cores20/pattern_S_153.json
